pheno	geno	intercept	gsEffect	r2	pval
PH	dthbp	93.9582201834638	7.61709794443419e-06	0.00451869221968829	0.00784990798180748
GY	dthbp	24.1652484965255	-4.39127155653416e-08	3.38773883226085e-05	0.824507095784307
GYraw	dthbp	8.48878220808206	-9.78789359902533e-08	0.00018353168599578	0.604998900461488
DTS	dtmbp	97.071669820332	-1.08984436473611e-06	0.0774744746854209	3.61636435332069e-29
PH	dtmbp	352.216633140489	-4.32532805485038e-06	0.0296373648762414	7.28823786643823e-12
GY	dtmbp	27.811650498518	-1.86184756468397e-07	0.0120956473929969	2.63584131055918e-05
GYraw	dtmbp	8.45345396528562	-7.93691312301163e-08	0.00238217367391274	0.0622590327315466
DTS	dttbp	36.1603557723523	9.38347769884716e-06	0.0188851376218223	5.00726379572519e-08
PH	dttbp	112.413227533258	3.67105259982373e-05	0.00701624250450514	0.000917314540685822
GY	dttbp	24.2709000677775	-2.69459849412257e-07	8.48780663793813e-05	0.725583272444231
GYraw	dttbp	20.9740495259482	-3.94290241477193e-06	0.0198162429812512	6.62226514153061e-08
DTS	rilbp	95.1037465620073	-4.65919992854233e-06	0.0465104798128657	6.96477522404317e-18
PH	rilbp	260.334032421459	-2.54041208093559e-06	0.000335810775482681	0.469089159206529
GY	rilbp	30.6370355364433	-1.39572631167834e-06	0.0220335501051502	1.29466946087745e-08
GYraw	rilbp	8.54767949486802	-3.84300471526505e-07	0.00181092121629586	0.104084850895502
DTS	ritbp	73.3454253435769	-1.62001622559408e-06	0.000692353160793493	0.298830434460564
PH	ritbp	198.282143120733	2.81716682681831e-05	0.00508583675947494	0.00479096820314263
GY	ritbp	25.1858567224424	-1.10162790784321e-06	0.00175424515451809	0.110397406937449
GYraw	ritbp	8.09693224387097	-9.11315655920319e-07	0.00130411756908175	0.167855518013028
DTS	rlcbp	-59.0471487252835	2.73991856304652e-07	0.144193240356962	1.02614070072108e-54
PH	rlcbp	33.7595857653536	4.5072171000942e-07	0.00947461439235878	0.000116061267457845
GY	rlcbp	6.32832498609586	3.58396590451004e-08	0.0129872987178277	1.32473353456103e-05
GYraw	rlcbp	26.7542905445639	-4.27653033204489e-08	0.0200713361440696	5.44487293902815e-08
DTS	rlgbp	58.051656060798	1.49748977631227e-08	0.00266847565220274	0.0412825544405874
PH	rlgbp	180.345192951459	7.98134771924347e-08	0.00184240599087065	0.0898127384590884
GY	rlgbp	35.2622715972699	-1.43580183103973e-08	0.0129350227790306	1.37920307777058e-05
GYraw	rlgbp	16.6714066217315	-1.21638404862628e-08	0.0100528028733856	0.000124312815439671
DTS	rlxbp	28.9368032540782	4.15708258188634e-07	0.0387000557188674	4.40009259645282e-15
PH	rlxbp	103.483289670579	1.43325368614925e-06	0.0111710083724672	2.82740836371883e-05
GY	rlxbp	23.81946149595	-5.35618315085718e-09	3.49745775344372e-05	0.821734851236194
GYraw	rlxbp	15.4605131223485	-8.92897692409707e-08	0.0105220533143104	8.62023396260186e-05
DTS	allknobbp	68.8085350308607	8.46942536927886e-07	0.00751545085119129	0.000606126134833999
PH	allknobbp	242.273485750226	2.27545274267141e-06	0.00131587524309101	0.151729596642086
GY	allknobbp	23.2916259493599	-4.0397678344381e-09	9.23226854841472e-07	0.970798448890463
GYraw	allknobbp	6.59673631513342	-3.58519615914276e-08	7.87620994274275e-05	0.734743893370989
DTS	knob180bp	67.9201403309939	1.60444589040248e-06	0.0118409457019056	1.64272741980893e-05
PH	knob180bp	236.400523022038	6.43966832394569e-06	0.0046256272725937	0.00714942632056629
GY	knob180bp	23.2123381351473	4.32013457991663e-08	4.4961404012083e-05	0.798363091965696
GYraw	knob180bp	6.61437785657191	-5.55763395255873e-08	8.12642111174444e-05	0.730724539577416
DTS	tr1bp	70.4359958494098	2.67565214168851e-07	0.000399619695293153	0.429959889044817
PH	tr1bp	247.373809516322	-1.03397857078708e-06	0.000144767839161807	0.634560797350935
GY	tr1bp	23.3013954098839	-4.38429908149296e-08	5.56488319368522e-05	0.776247823961041
GYraw	tr1bp	6.53269244275149	-2.34124074808812e-08	1.72001884221255e-05	0.874194025599191
DTS	centromerebp	69.5861488858307	1.59970570747793e-06	0.00782009726582032	0.000468880511944307
PH	centromerebp	235.413737702785	1.91954691012215e-05	0.027311686898923	4.90996551277964e-11
GY	centromerebp	23.6782378713889	-6.56652819768319e-07	0.00728498755979508	0.0011230344406988
GYraw	centromerebp	6.72705833499782	-3.39378419989203e-07	0.00211083870537098	0.0792703022889065
DTS	telomerebp	70.0649955657295	7.11202752039275e-07	0.00340995275530052	0.0210397864699795
PH	telomerebp	243.732966386559	4.73790038851298e-06	0.00367569364053223	0.016521650219025
GY	telomerebp	23.1731853195021	1.61894311849178e-07	0.000976485008173716	0.233722885443943
GYraw	telomerebp	6.53433201975214	-1.65965876699969e-08	1.11916547295807e-05	0.898372016272456
DTS	ribosomalbp	70.1712124550276	4.80631348632327e-06	0.00100424879475243	0.210802226795462
PH	ribosomalbp	251.228409301317	-5.47859941829748e-05	0.00319543823186207	0.0254284979350058
GY	ribosomalbp	23.3875999606893	-1.33284012100155e-06	0.000408614763309562	0.441174510706468
GYraw	ribosomalbp	6.53890575291469	-2.02791365534895e-07	1.0343366620335e-05	0.902279353653762
